date,segment,sales
18-11-2013,Consumer,113.76
29-08-2012,Consumer,112.92
24-05-2014,Corporate,273.45
3/1/2011,Home Office,192.87
28-04-2014,Consumer,47.3
8/12/2011,Consumer,60.54
7/5/2012,Consumer,25.74
5/3/2013,Corporate,137.208
19-03-2013,Consumer,146.58
8/9/2011,Corporate,64.824
3/8/2011,Corporate,77.36
29-09-2014,Home Office,107.4
12/11/2014,Corporate,71.28
1/8/2012,Consumer,178.605
22-06-2014,Home Office,214.656
16-10-2011,Consumer,94.2
1/10/2012,Corporate,126.9
4/12/2014,Consumer,77.52
19-12-2013,Corporate,194.528
20-01-2011,Consumer,108.72
12/8/2014,Home Office,126.9
2/9/2014,Corporate,171.968
7/6/2012,Consumer,174
28-04-2012,Corporate,52.38
14-03-2013,Consumer,168
25-04-2012,Consumer,91.152
4/1/2011,Consumer,148.96
10/9/2013,Corporate,75.78
5/9/2014,Corporate,97.02
19-10-2014,Consumer,79.38
19-08-2014,Corporate,34.83
5/11/2014,Consumer,112.725
1/2/2013,Consumer,88.83
13-06-2013,Consumer,120.024
6/12/2011,Consumer,115.68
8/9/2011,Consumer,143.976
15-09-2012,Corporate,79.872
18-11-2013,Consumer,51.63
16-12-2014,Consumer,123.24
27-08-2012,Consumer,258.24
12/6/2012,Consumer,473.84
18-08-2014,Consumer,84.69
18-06-2013,Corporate,166.83
26-11-2013,Home Office,124.95
26-08-2011,Home Office,160.089
1/6/2011,Consumer,58.104
31-05-2013,Consumer,79.96
17-01-2012,Corporate,163.62
3/7/2013,Consumer,127.32
11/9/2013,Consumer,251.008
2/10/2014,Consumer,148.5
9/5/2014,Consumer,178.78
28-02-2014,Consumer,51.57
25-06-2011,Consumer,108.2736
20-03-2012,Home Office,98.88
11/6/2013,Corporate,97.68
24-06-2014,Consumer,33.66
24-10-2014,Corporate,69.08
8/7/2013,Consumer,48.94
26-06-2014,Consumer,220.56
30-01-2012,Consumer,165.12
15-06-2012,Corporate,80.58
21-08-2013,Consumer,52.104
12/3/2011,Consumer,194.64
1/2/2013,Corporate,201.84
22-06-2011,Consumer,268.11
25-09-2014,Corporate,108.36
27-09-2013,Consumer,166.14
16-12-2012,Corporate,151.2
13-11-2012,Consumer,238.896
29-05-2013,Corporate,54.9
2/4/2013,Home Office,166.83
1/7/2011,Corporate,29.268
12/12/2014,Consumer,178.56
13-07-2011,Consumer,137.472
2/10/2014,Corporate,173.16
2/4/2014,Corporate,4799.984
30-11-2013,Consumer,311.04
10/12/2011,Consumer,117.12
28-08-2013,Home Office,93.18
30-06-2014,Home Office,50.46
20-11-2014,Consumer,116.88
23-10-2013,Home Office,31.4
12/5/2014,Consumer,37.44
15-01-2014,Home Office,159.8
29-10-2014,Consumer,156.744
30-01-2013,Consumer,166.48
5/4/2013,Corporate,145.8
2/11/2011,Consumer,177.84
6/9/2013,Consumer,78.57
29-08-2012,Home Office,80.01
23-07-2013,Home Office,53.676
2/10/2013,Corporate,85.59
3/9/2014,Consumer,146.82
13-11-2013,Corporate,182.07
29-07-2013,Home Office,52.2
23-12-2011,Corporate,526.40508
8/4/2013,Home Office,103.56
19-11-2013,Corporate,144.75
18-08-2014,Consumer,178.2
13-06-2013,Corporate,230.5098
5/6/2014,Home Office,90.9321
3/9/2014,Home Office,169.725
3/12/2011,Consumer,74.0781
11/12/2013,Consumer,361.92
20-05-2013,Consumer,454.9
16-07-2013,Corporate,105.52
9/10/2014,Consumer,32.19
31-12-2013,Consumer,81.78
12/12/2013,Consumer,195.264
1/8/2011,Consumer,52.47
7/2/2014,Corporate,88.74
17-08-2012,Consumer,130.23
28-11-2013,Consumer,116.76
8/10/2013,Corporate,165.51
20-03-2013,Corporate,141.04
22-11-2013,Corporate,156.168
20-07-2012,Consumer,141.825
23-10-2013,Corporate,122.76
11/11/2013,Consumer,111.9525
29-08-2012,Corporate,337.23
3/1/2014,Corporate,66.96
3/1/2014,Consumer,157.41
3/11/2014,Consumer,168.1
1/3/2012,Corporate,55.328
8/6/2011,Consumer,107.46
5/4/2014,Consumer,90.36
2/9/2011,Consumer,35.04
16-06-2014,Home Office,63.808
3/7/2012,Home Office,66
31-08-2013,Corporate,33.57
8/11/2012,Consumer,53.217
12/11/2014,Corporate,188.37
18-06-2013,Consumer,162.3228
4/9/2013,Consumer,251.01
30-12-2014,Consumer,247.59
10/12/2014,Consumer,104.88
16-05-2014,Consumer,278.7
19-01-2012,Consumer,136.38
26-03-2013,Corporate,81.45
16-12-2013,Home Office,74.655
27-03-2012,Home Office,86.94
11/6/2013,Corporate,90.4617
24-12-2011,Corporate,142.86
30-01-2012,Consumer,227.36
18-06-2014,Consumer,97.56
17-11-2014,Corporate,141.48
25-02-2014,Consumer,101.16
13-08-2013,Home Office,98.82
27-03-2014,Home Office,64.8
7/2/2013,Consumer,30.352
11/4/2013,Consumer,113.76
30-04-2012,Corporate,209.5
27-08-2013,Home Office,87.264
22-02-2012,Consumer,88.44
30-03-2012,Consumer,182.16
5/11/2011,Corporate,256.8
10/5/2012,Consumer,115.92
5/1/2012,Consumer,146.79
29-12-2014,Corporate,73.656
26-12-2014,Consumer,302.2908
3/10/2012,Corporate,137.916
13-11-2012,Consumer,123.24
22-03-2012,Consumer,80.16
15-11-2011,Consumer,168.2
27-07-2011,Home Office,117.92
11/10/2011,Consumer,125.82
3/9/2014,Consumer,34.02
13-12-2011,Corporate,100.74
6/12/2013,Corporate,105.96
30-06-2014,Home Office,55.4751
10/4/2014,Corporate,51.138
10/6/2014,Home Office,147.33
19-09-2013,Home Office,39.54
23-05-2012,Consumer,166.92
4/12/2014,Consumer,75.92
15-02-2013,Consumer,167.34
15-11-2013,Consumer,54.432
21-10-2011,Corporate,247.5
14-11-2014,Consumer,222.6
9/11/2013,Consumer,66.9
3/5/2014,Corporate,129.93
21-03-2011,Corporate,122.94
12/9/2013,Consumer,148.65
13-02-2013,Consumer,86.604
28-06-2013,Consumer,27.864
22-01-2011,Corporate,219.28
29-12-2014,Corporate,148.284
19-10-2011,Home Office,72.99
7/2/2013,Consumer,127.26
25-09-2014,Consumer,129.15
12/10/2013,Corporate,98.22
9/8/2014,Consumer,87.96
17-11-2014,Corporate,86.352
21-09-2011,Home Office,198.9
21-02-2014,Home Office,60.6
7/10/2014,Home Office,421.47536
15-03-2012,Consumer,99.108
24-12-2014,Consumer,382.14
30-08-2011,Consumer,134.37
13-11-2013,Corporate,316.3275
5/6/2013,Consumer,144.72
30-12-2013,Consumer,283.662
21-07-2014,Consumer,76.7169
11/3/2014,Home Office,81.324
28-12-2013,Corporate,35.1
14-10-2013,Consumer,139.92
9/10/2014,Corporate,42.76
9/9/2013,Consumer,146.04
19-11-2014,Corporate,37.76
17-02-2014,Consumer,350.58
8/1/2014,Home Office,101.76
31-01-2014,Consumer,96.84
11/7/2014,Consumer,72
13-01-2012,Corporate,67.05
24-03-2011,Corporate,33.3
22-08-2012,Corporate,114.075
13-06-2014,Corporate,127.08
22-04-2011,Home Office,69.516
18-01-2012,Corporate,58.752
26-12-2014,Home Office,90.48
5/10/2012,Consumer,53.04
12/7/2014,Corporate,168.1
14-04-2011,Consumer,143.97
28-08-2013,Corporate,96.6
15-05-2012,Corporate,50.52
18-09-2013,Home Office,195.76
9/7/2012,Corporate,156.624
12/8/2014,Home Office,57.78
11/11/2014,Corporate,103.356
27-12-2013,Consumer,80.1
2/9/2014,Consumer,155.88
14-07-2014,Home Office,93.03
15-12-2014,Consumer,112.08
5/5/2014,Corporate,89.4408
9/4/2014,Consumer,75.708
31-10-2012,Consumer,79.96
24-12-2014,Corporate,181.95
2/5/2012,Corporate,158.376
9/11/2014,Home Office,109.9
3/12/2012,Consumer,105.584
14-06-2011,Corporate,200.64
29-11-2013,Consumer,121.92
3/7/2014,Consumer,141.354
17-04-2013,Consumer,169.92
12/8/2013,Home Office,223.87136
31-07-2014,Corporate,88.56
12/7/2013,Corporate,122.13
10/2/2014,Consumer,173.556
13-02-2014,Consumer,109.9485
14-01-2013,Corporate,120.96
11/6/2012,Corporate,60.768
8/12/2012,Home Office,119.96
9/7/2014,Consumer,818.02
27-04-2012,Consumer,125.44
24-09-2012,Consumer,145.32
30-10-2014,Consumer,146.523
5/9/2012,Corporate,146.7
28-03-2014,Consumer,76.482
8/6/2013,Consumer,62.925
3/12/2014,Corporate,114.9384
18-06-2013,Consumer,48.48
12/12/2011,Consumer,142.08
1/5/2013,Home Office,43.95
3/10/2013,Corporate,63.168
14-05-2014,Consumer,87.78
5/10/2013,Corporate,77.94
18-01-2012,Corporate,53.04
13-08-2013,Corporate,159.624
23-01-2014,Consumer,253.95
26-02-2013,Home Office,109.998
22-03-2012,Consumer,114.84
21-10-2011,Consumer,160.38
3/1/2014,Consumer,87.9
1/10/2012,Corporate,61.632
17-01-2011,Consumer,30.072
2/12/2014,Home Office,104.68
8/11/2014,Consumer,350.352
19-12-2012,Corporate,116.28
12/12/2014,Corporate,128.85
1/11/2012,Corporate,108.66
9/8/2013,Corporate,275.58
26-09-2014,Consumer,126.8
24-09-2013,Corporate,64.84
11/7/2011,Consumer,522.51288
30-07-2014,Consumer,84.564
24-10-2014,Consumer,74.556
6/9/2012,Consumer,55.188
15-09-2013,Consumer,81.84
21-01-2014,Consumer,121.08
17-12-2011,Consumer,56.82
28-01-2013,Corporate,86.76
17-02-2014,Home Office,202.1808
14-06-2014,Consumer,108
25-03-2013,Consumer,158.4
25-11-2014,Consumer,43.86
11/7/2012,Home Office,43.176
15-02-2011,Consumer,158.22
21-06-2014,Consumer,97.56
27-09-2012,Consumer,58.56
20-05-2014,Consumer,137.58
31-05-2012,Home Office,157.23
12/4/2013,Consumer,100.404
23-12-2014,Consumer,199.95
12/11/2012,Corporate,64.784
28-05-2012,Consumer,199.44
23-12-2013,Home Office,97.36
30-08-2013,Consumer,60.06
26-09-2014,Corporate,75.536
17-09-2012,Consumer,59.4
28-02-2013,Consumer,110.1
24-10-2014,Corporate,318.5622
28-11-2013,Consumer,125.73
9/12/2013,Consumer,73.224
1/8/2013,Consumer,123.93
5/3/2014,Corporate,89.4
21-05-2013,Consumer,105.24
8/12/2011,Home Office,253.206
25-08-2014,Consumer,91.962
16-08-2014,Corporate,297.432
5/3/2011,Consumer,97.82
26-09-2014,Corporate,93.6
14-05-2013,Consumer,64.4
2/10/2014,Consumer,747.18
17-12-2014,Corporate,75.36
15-11-2013,Corporate,62.46
15-03-2012,Consumer,26.76
27-11-2012,Corporate,99.792
17-03-2014,Corporate,138.8241
22-05-2014,Home Office,164.349
10/4/2013,Consumer,287.9436
23-08-2013,Consumer,134.288
3/6/2011,Corporate,143.1
15-11-2012,Corporate,137.34
9/4/2012,Corporate,94.44
18-10-2013,Corporate,136.64
11/6/2014,Home Office,175.875
25-11-2013,Consumer,41.92
13-11-2012,Consumer,84.96
29-03-2013,Home Office,193.56
23-09-2013,Consumer,52.92
18-08-2011,Home Office,55.824
11/3/2013,Home Office,54.6
6/10/2012,Consumer,141.288
20-09-2013,Consumer,34.7
8/8/2014,Consumer,103.14
28-07-2014,Consumer,83.4
13-04-2012,Consumer,82.89
12/9/2013,Corporate,70.05
31-05-2012,Corporate,65.28
3/9/2013,Consumer,34.29
6/11/2014,Consumer,51.111
15-08-2013,Home Office,159.165
15-11-2014,Corporate,96.36
23-07-2013,Consumer,75.96
10/10/2013,Consumer,54.18
26-06-2013,Consumer,48.06
28-08-2014,Corporate,128.8
12/9/2014,Home Office,60.39
11/5/2012,Consumer,268.812
6/8/2013,Consumer,124.44
5/11/2011,Consumer,121.275
20-09-2013,Corporate,104.463
18-05-2012,Corporate,88.74
15-02-2014,Consumer,118.935
22-04-2011,Corporate,175.9176
6/9/2014,Consumer,84.96
26-11-2013,Corporate,137.58
22-10-2014,Consumer,122.76
8/11/2011,Consumer,84.48
15-05-2014,Corporate,36.32
18-09-2012,Corporate,121.92
14-11-2013,Corporate,132.15
25-08-2014,Consumer,77.7
7/11/2014,Corporate,244.8
21-03-2011,Consumer,47.25
29-12-2011,Home Office,78.327
9/1/2014,Consumer,37.38
13-01-2012,Corporate,68.607
9/1/2011,Home Office,157.8225
1/7/2013,Consumer,178.32
14-09-2011,Consumer,142.4
12/9/2014,Corporate,78.99
9/7/2011,Consumer,127.8
11/10/2013,Corporate,341.94
14-05-2013,Consumer,66.88
8/12/2011,Corporate,55.92
11/11/2011,Consumer,85.62
11/6/2014,Corporate,105.72
14-11-2014,Consumer,216
4/9/2014,Consumer,119.25
30-09-2013,Consumer,168.3
3/1/2011,Consumer,159.444
2/12/2014,Corporate,70.68
12/2/2011,Consumer,60.89
21-02-2012,Consumer,73.2
2/11/2012,Corporate,147.663
27-07-2011,Consumer,380.916
11/4/2014,Home Office,338.6616
7/11/2011,Consumer,53.16
31-05-2013,Consumer,123.92
7/11/2014,Home Office,41.4
18-05-2012,Consumer,206.4
6/6/2014,Consumer,77.472
1/10/2012,Corporate,97.236
8/6/2011,Consumer,146.736
6/10/2011,Consumer,194.4
5/6/2014,Home Office,121.9212
11/12/2013,Corporate,36.288
31-05-2012,Home Office,74.79
27-12-2013,Consumer,89.97
19-08-2013,Home Office,85.32
14-07-2014,Consumer,43.92
7/6/2011,Consumer,130.32
9/6/2014,Corporate,85.464
27-06-2014,Home Office,201
9/12/2013,Consumer,114.78
16-01-2012,Consumer,67.8
7/2/2013,Consumer,142.2
29-05-2012,Home Office,136.95
7/12/2013,Corporate,149.58
16-10-2012,Corporate,149.28
11/4/2014,Consumer,95.736
20-07-2011,Consumer,27.36
11/11/2014,Consumer,111.79
18-06-2014,Home Office,101.34
6/4/2011,Corporate,65.568
9/10/2014,Corporate,102.696
13-06-2014,Consumer,64.3
25-11-2011,Consumer,76.08
25-10-2012,Consumer,54.12
15-12-2011,Home Office,112.62
1/9/2014,Consumer,101.58
10/6/2014,Consumer,162.54
4/4/2011,Consumer,50.7
25-06-2013,Home Office,120.5658
26-11-2012,Consumer,122.94
15-09-2012,Consumer,111.3
21-11-2013,Home Office,255.984
9/7/2011,Home Office,119.833
19-07-2014,Consumer,156.456
9/12/2014,Consumer,56.46
12/4/2014,Corporate,121.32
27-12-2011,Consumer,25.29
2/8/2014,Corporate,88.155
24-05-2012,Consumer,35.44
6/6/2014,Home Office,109.848
8/11/2013,Consumer,143.325
18-01-2013,Corporate,151.875
5/3/2013,Consumer,262.14
23-08-2012,Consumer,97.88
20-07-2011,Consumer,43.02
10/5/2014,Home Office,66.96
18-12-2014,Consumer,150.744
17-09-2014,Home Office,112.32
26-09-2011,Home Office,79.74
25-06-2014,Consumer,124.593
26-05-2014,Consumer,74.655
30-08-2013,Home Office,95.976
14-09-2012,Corporate,170.136
30-04-2011,Corporate,96.42
25-03-2011,Consumer,109.98
25-11-2013,Corporate,126.375
27-01-2014,Corporate,72.009
26-08-2014,Consumer,74.565
1/8/2011,Consumer,253.3635
24-07-2014,Consumer,56.448
10/1/2013,Corporate,69.98
22-10-2014,Consumer,58.08
9/12/2014,Corporate,230.22
29-09-2014,Consumer,194.4
4/11/2014,Corporate,109.272
28-01-2014,Consumer,255.45
10/2/2014,Consumer,123.6534
17-10-2013,Corporate,142.182
12/10/2011,Corporate,89.442
1/5/2012,Consumer,51.9
1/3/2013,Consumer,44.496
1/8/2011,Consumer,196.02
6/5/2014,Corporate,123.93
3/11/2012,Consumer,172.98
15-02-2011,Consumer,132.84
12/3/2012,Consumer,95.418
6/10/2014,Consumer,64.233
7/11/2014,Consumer,31.0365
9/9/2014,Corporate,155.7
9/4/2014,Home Office,54.918
9/5/2014,Consumer,81.08
6/7/2014,Corporate,109.74
22-11-2014,Corporate,122.88
9/9/2013,Corporate,175.32
10/11/2012,Corporate,139.572
25-10-2012,Home Office,170.3
28-11-2011,Corporate,73.44
17-08-2013,Corporate,29.55
1/6/2013,Corporate,179.172
12/5/2012,Consumer,315.18
22-02-2014,Consumer,94.65
12/11/2013,Corporate,92.94
8/8/2011,Home Office,96.9
7/6/2013,Consumer,64.68
19-12-2014,Consumer,117.4472
11/5/2013,Corporate,51.68
9/10/2013,Home Office,86.688
18-06-2013,Consumer,149.58
20-03-2014,Consumer,39.54
15-12-2011,Home Office,168.318
11/11/2014,Consumer,136.5
5/6/2013,Consumer,136.784
19-09-2014,Consumer,56.736
9/6/2014,Corporate,266.895
28-12-2013,Consumer,41.352
24-04-2012,Consumer,59.85
25-08-2011,Home Office,115.425
26-09-2011,Corporate,102.42
22-01-2014,Home Office,99.696
5/3/2013,Consumer,128.4
27-06-2014,Corporate,68.52
26-11-2013,Consumer,59.98
8/1/2014,Consumer,61.02
25-06-2012,Consumer,47.952
14-06-2014,Home Office,136.74
24-05-2012,Corporate,46.41
18-09-2014,Consumer,37.5
5/8/2011,Consumer,124.32
31-03-2014,Corporate,115.08
2/7/2014,Consumer,79.74
26-01-2013,Corporate,125.37
15-11-2013,Consumer,64.2765
27-12-2014,Home Office,192.555
19-05-2014,Corporate,236.97
19-11-2014,Consumer,166.92
12/11/2013,Consumer,74.72
14-03-2014,Home Office,48.7
25-06-2014,Consumer,123.76
16-08-2014,Corporate,88.11
2/11/2011,Corporate,85.23
24-10-2014,Consumer,462.132
1/5/2012,Consumer,170.88
10/2/2013,Consumer,106.1055
10/5/2012,Consumer,70.08
6/10/2011,Corporate,56.64
5/5/2011,Consumer,127.869
7/10/2011,Consumer,162.54
5/9/2013,Consumer,70.95
13-07-2013,Consumer,100.8
24-01-2011,Consumer,110.808
29-08-2011,Consumer,260.88
24-12-2012,Consumer,111.984
28-07-2014,Consumer,98.88
9/6/2012,Consumer,84.978
9/6/2014,Consumer,45.216
29-12-2014,Corporate,176.94
20-03-2013,Corporate,142.2
2/2/2012,Consumer,122.892
27-10-2012,Consumer,24.72
22-11-2013,Home Office,51.81
11/10/2013,Consumer,102.1149
13-11-2013,Consumer,110.096
31-05-2013,Home Office,125.99
26-02-2014,Consumer,196.784
21-08-2012,Consumer,145.32
29-11-2011,Corporate,84.84
21-07-2014,Consumer,53.64
11/9/2012,Corporate,163.32
15-09-2014,Consumer,138.36
7/11/2013,Corporate,152.704
7/5/2013,Home Office,80.01
7/6/2013,Home Office,172.692
2/8/2012,Corporate,77.67
11/5/2013,Corporate,126.78
15-02-2013,Home Office,226.08
28-12-2012,Consumer,132.15
2/11/2012,Consumer,343.77
18-06-2014,Consumer,135.594
1/9/2011,Consumer,31.104
22-08-2014,Consumer,103.14
16-08-2011,Consumer,133.2
5/10/2013,Corporate,145.26
19-09-2013,Corporate,114.34
6/9/2011,Corporate,153.6
8/8/2014,Consumer,87.42
16-08-2014,Corporate,105.552
19-12-2014,Corporate,99.95
5/3/2013,Corporate,159.98
9/10/2013,Consumer,45.75
4/1/2012,Consumer,41.73
2/5/2011,Consumer,97.74
22-03-2013,Consumer,136.5936
18-04-2013,Corporate,132.048
14-06-2013,Corporate,172.8
9/1/2014,Consumer,94.05
9/5/2014,Consumer,78.57
10/12/2013,Consumer,122.12
9/7/2012,Consumer,153.36
8/10/2012,Consumer,145.9
7/6/2013,Consumer,152.22
7/6/2011,Consumer,104.02
11/4/2011,Corporate,82.84
7/2/2011,Consumer,111.84
7/12/2011,Consumer,155.7
23-07-2013,Home Office,146.85
19-02-2011,Consumer,118.35
2/8/2012,Consumer,120.096
4/11/2014,Consumer,137.088
16-12-2014,Consumer,94.788
10/5/2013,Consumer,93.98
4/12/2012,Corporate,110.352
21-09-2013,Consumer,83.7
6/8/2013,Corporate,197.05
14-02-2012,Home Office,96.6
30-06-2014,Corporate,94.896
25-05-2011,Consumer,102.72
5/3/2012,Consumer,67.176
13-11-2013,Corporate,23.94
18-06-2013,Consumer,128.88
18-12-2013,Consumer,157.2848
27-08-2013,Corporate,55.36
10/5/2011,Consumer,166.1
6/10/2012,Consumer,42.72
12/8/2014,Home Office,107.82
14-09-2014,Corporate,151.56
3/4/2011,Corporate,58.56
19-04-2013,Corporate,127.88
6/3/2012,Corporate,65.22
25-06-2012,Consumer,117.96
25-03-2013,Consumer,63.84
4/12/2013,Home Office,183.92
18-12-2013,Home Office,114.3
21-05-2013,Consumer,65.28
14-11-2012,Corporate,146.736
28-06-2012,Corporate,82.35
26-09-2013,Corporate,187.986
5/9/2012,Consumer,74.52
12/1/2012,Consumer,126.9135
18-02-2014,Home Office,74.6505
11/6/2012,Corporate,84.06
2/4/2013,Consumer,59.52
22-12-2014,Consumer,69.5
1/4/2014,Home Office,61
4/10/2014,Home Office,83.92
19-04-2013,Consumer,203.92
11/9/2012,Corporate,61.2
2/11/2011,Corporate,102.84
24-11-2014,Corporate,168.3
29-07-2013,Home Office,146.736
25-09-2014,Consumer,104.196
25-01-2013,Consumer,107.64
20-12-2013,Consumer,48.632
10/11/2011,Consumer,64.68
21-01-2014,Consumer,382.51668
16-04-2013,Consumer,85.14
31-12-2012,Corporate,52.74
13-05-2014,Corporate,39.555
24-10-2014,Consumer,280.125
21-05-2014,Consumer,116.55
25-12-2011,Home Office,81.66
28-05-2013,Consumer,63.18
27-02-2014,Home Office,81.92
20-02-2014,Home Office,44.67
13-12-2011,Corporate,87.96
6/6/2013,Corporate,61.38
20-08-2012,Corporate,97.32
11/1/2013,Home Office,142.08
15-12-2014,Consumer,57
29-07-2011,Consumer,127.47
2/8/2013,Corporate,65.28
1/10/2014,Home Office,49.968
2/12/2014,Consumer,143.04
13-06-2012,Corporate,83.88
15-10-2013,Consumer,97.578
5/7/2014,Consumer,95.49
8/3/2011,Consumer,143.316
16-02-2012,Consumer,87.71
30-11-2011,Consumer,102.24
29-09-2014,Corporate,74.55
17-10-2014,Corporate,44.784
12/1/2012,Corporate,148.104
3/7/2013,Consumer,66.015
13-11-2014,Consumer,120.888
3/5/2014,Corporate,102.9
25-10-2011,Home Office,150.09
28-01-2011,Corporate,132.0495
1/10/2012,Corporate,53.676
5/8/2013,Home Office,109.8
6/8/2012,Corporate,27.216
2/11/2011,Consumer,89.34
11/8/2014,Consumer,46.98
14-06-2013,Consumer,30.4
20-12-2013,Home Office,82.22
9/7/2011,Corporate,49.296
10/10/2011,Home Office,119.55
14-06-2012,Home Office,84.159
3/12/2012,Consumer,116.4
9/12/2014,Consumer,174.96
6/9/2013,Consumer,289.26
23-11-2012,Consumer,73.3785
12/9/2014,Consumer,100.116
27-11-2014,Consumer,189.432
31-12-2014,Consumer,43.8
2/4/2011,Home Office,230.67252
18-04-2012,Consumer,112.54
17-11-2014,Corporate,96
10/10/2013,Corporate,219.996
20-07-2011,Home Office,36.882
2/12/2014,Consumer,105.584
11/11/2014,Corporate,38.388
22-11-2013,Consumer,195.136
21-11-2012,Consumer,66.048
5/6/2014,Consumer,101.58
5/3/2014,Home Office,91.424
8/1/2013,Consumer,79.44
30-10-2013,Home Office,97.8
2/4/2011,Home Office,114.76728
11/7/2012,Consumer,147.712
12/12/2011,Corporate,135.57856
26-11-2014,Consumer,98.76
12/9/2012,Consumer,109.38
15-11-2012,Corporate,149.22
5/8/2014,Consumer,127.17
26-11-2013,Consumer,101.412
4/10/2012,Corporate,87.2496
13-09-2013,Corporate,51.81
1/6/2012,Consumer,56.46
5/11/2014,Corporate,94.38
3/6/2014,Consumer,272.5
28-08-2013,Consumer,124.5
25-10-2014,Consumer,102.32
8/6/2011,Consumer,152.28
1/8/2013,Consumer,37.26
1/8/2014,Corporate,87.84
3/5/2011,Corporate,116.64
18-09-2013,Corporate,109.48
